SensorType, Month, Value, LocationId, Threshold (High/Low)
2023-10-05, TEMPERATURE, 14.88, 104, Low
2023-11-08, CO2, 794.42, 108, High
2023-12-13, LIGHT, 3.92, 108, Low
2024-01-20, MOTION, 40.0, 109, High
2023-12-10, CO2, 724.39, 107, High
2023-12-02, HUMIDITY, 30.87, 106, Low
2023-11-08, SOUND, 109.92, 101, High
2023-08-14, MOTION, 33.0, 104, High
2024-01-09, SOUND, 107.9, 109, High
2024-01-02, SOUND, 109.0, 110, High
2023-09-01, VOC, 122.52, 106, Low
2023-10-09, SOUND, 102.46, 107, High
2023-11-29, HUMIDITY, 35.0, 101, Low
2023-12-05, LIGHT, 30.12, 101, Low
2023-11-12, VOC, 485.36, 109, High
2023-09-18, HUMIDITY, 38.08, 109, Low
2023-09-25, MOTION, 34.0, 103, High
2023-09-30, CO2, 703.64, 108, High
2023-12-02, VOC, 466.36, 101, High
2023-10-13, SOUND, 20.84, 105, Low
2023-08-24, CO2, 740.97, 104, High
2023-09-23, PRESSURE, 1048.86, 110, High
2023-11-18, MOTION, 36.0, 109, High
2023-11-10, VOC, 142.12, 101, Low
2023-12-16, SOUND, 101.13, 107, High
2024-01-20, PRESSURE, 952.26, 106, Low
2023-08-23, CO2, 776.29, 106, High
2023-10-10, CO2, 772.25, 102, High
2023-10-04, VOC, 130.3, 107, Low
2023-09-22, LIGHT, 14.9, 102, Low
2024-01-19, MOTION, 42.0, 110, High
2024-01-25, SOUND, 103.3, 107, High
2023-09-05, SOUND, 113.37, 101, High
2023-09-30, MOTION, 40.0, 104, High
2023-11-10, SOUND, 22.06, 110, Low
2024-01-30, SOUND, 28.53, 101, Low
2024-01-25, CO2, 713.15, 107, High
2023-12-13, SOUND, 101.15, 109, High
2023-09-07, CO2, 757.96, 104, High
2023-08-04, HUMIDITY, 34.42, 103, Low
2023-09-03, MOTION, 33.0, 109, High
2023-08-12, MOTION, 41.0, 105, High
2023-10-07, SOUND, 112.29, 106, High
2023-08-30, TEMPERATURE, 10.2, 107, Low
2023-09-11, HUMIDITY, 83.71, 109, High
2023-09-04, VOC, 140.22, 104, Low
2023-11-23, MOTION, 47.0, 101, High
2023-10-07, PRESSURE, 952.03, 102, Low
2023-12-02, TEMPERATURE, 38.4, 109, High
2024-01-05, SOUND, 113.08, 108, High
2023-08-13, MOTION, 35.0, 103, High
2023-12-21, MOTION, 32.0, 102, High
2023-08-30, MOTION, 35.0, 103, High
2023-11-08, MOTION, 35.0, 105, High
2023-12-14, SOUND, 106.89, 110, High
2023-12-06, LIGHT, 93.31, 106, Low
2023-08-01, MOTION, 43.0, 110, High
2023-08-13, VOC, 484.12, 110, High
2023-09-16, CO2, 762.4, 109, High
2023-11-20, TEMPERATURE, 10.93, 101, Low
2023-10-20, MOTION, 34.0, 110, High
2023-12-08, LIGHT, 16.81, 108, Low
2024-01-19, CO2, 706.3, 108, High
2024-01-27, SOUND, 20.25, 104, Low
2023-11-23, MOTION, 49.0, 109, High
2024-01-21, HUMIDITY, 37.93, 105, Low
2023-10-16, MOTION, 1.0, 107, Low
2023-11-13, LIGHT, 62.54, 103, Low
2023-12-06, MOTION, 39.0, 102, High
2023-10-15, SOUND, 105.98, 103, High
2023-12-08, LIGHT, 63.23, 107, Low
2023-11-20, LIGHT, 995.75, 108, High
2023-08-28, LIGHT, 967.52, 102, High
2023-10-31, HUMIDITY, 36.31, 104, Low
2024-01-15, MOTION, 40.0, 101, High
2024-01-18, CO2, 310.32, 108, Low
2023-11-09, MOTION, 42.0, 101, High
2023-12-03, HUMIDITY, 36.65, 110, Low
2023-08-01, LIGHT, 77.56, 102, Low
2023-09-29, CO2, 755.47, 104, High
2023-11-21, MOTION, 37.0, 109, High
2023-09-30, CO2, 771.86, 105, High
2023-11-27, VOC, 488.74, 104, High
2023-08-15, MOTION, 2.0, 104, Low
2023-11-20, TEMPERATURE, 11.02, 108, Low
2023-09-13, MOTION, 50.0, 104, High
2024-01-27, TEMPERATURE, 36.74, 110, High
2024-01-19, MOTION, 40.0, 108, High
2023-10-10, SOUND, 117.54, 107, High
2023-09-13, HUMIDITY, 80.92, 110, High
2023-09-30, VOC, 135.24, 101, Low
2024-01-14, CO2, 761.19, 101, High
2023-09-28, MOTION, 42.0, 102, High
2023-09-20, LIGHT, 924.49, 110, High
2023-08-04, CO2, 772.26, 108, High
2023-09-10, SOUND, 104.41, 110, High
2023-09-28, VOC, 108.63, 101, Low
2023-12-03, VOC, 148.61, 101, Low
2023-09-13, SOUND, 113.16, 108, High
2023-11-01, PRESSURE, 1047.9, 104, High
2023-12-10, MOTION, 48.0, 102, High
2023-12-16, PRESSURE, 951.33, 104, Low
2023-09-18, PRESSURE, 952.12, 106, Low
2023-09-11, HUMIDITY, 85.87, 101, High
2024-01-11, VOC, 133.61, 106, Low
2024-02-01, CO2, 318.12, 106, Low
2023-08-11, TEMPERATURE, 35.92, 108, High
2023-11-21, CO2, 726.18, 106, High
2023-08-28, MOTION, 46.0, 104, High
2024-01-31, MOTION, 47.0, 106, High
2023-11-06, VOC, 486.72, 102, High
2023-10-22, TEMPERATURE, 37.2, 101, High
2023-11-08, TEMPERATURE, 39.46, 106, High
2023-08-07, MOTION, 2.0, 104, Low
2024-01-11, MOTION, 32.0, 104, High
2023-09-03, VOC, 105.04, 101, Low
2023-10-26, SOUND, 119.83, 108, High
2023-10-04, PRESSURE, 1040.63, 104, High
2024-01-21, TEMPERATURE, 38.9, 103, High
2023-12-24, LIGHT, 68.17, 110, Low
2023-09-30, MOTION, 45.0, 101, High
2023-09-29, MOTION, 47.0, 109, High
2023-12-21, TEMPERATURE, 12.86, 108, Low
2023-11-07, SOUND, 29.54, 103, Low
2023-11-19, PRESSURE, 1044.48, 107, High
2023-10-17, CO2, 770.7, 107, High
2023-08-02, LIGHT, 85.65, 108, Low
2023-10-04, CO2, 739.71, 108, High
2023-11-07, MOTION, 46.0, 105, High
2023-10-15, VOC, 488.08, 106, High
2023-10-06, VOC, 454.17, 101, High
2023-09-29, PRESSURE, 951.09, 108, Low
2023-10-17, VOC, 112.25, 105, Low
2024-01-13, HUMIDITY, 34.37, 109, Low
2024-01-20, HUMIDITY, 89.46, 107, High
2023-11-20, HUMIDITY, 89.19, 108, High
2023-09-20, LIGHT, 88.77, 101, Low
2023-12-13, VOC, 486.32, 109, High
2023-12-14, SOUND, 102.15, 107, High
2023-11-23, PRESSURE, 1047.14, 104, High
2023-11-21, TEMPERATURE, 37.37, 103, High
2023-08-22, TEMPERATURE, 10.93, 106, Low
2024-01-06, LIGHT, 981.05, 106, High
2023-10-10, LIGHT, 991.81, 106, High
2024-01-30, MOTION, 0.0, 106, Low
2024-01-16, SOUND, 106.12, 110, High
2023-08-31, TEMPERATURE, 14.1, 108, Low
2023-09-15, LIGHT, 924.38, 104, High
2023-11-21, CO2, 344.26, 105, Low
2023-09-22, VOC, 133.39, 107, Low
2023-10-13, TEMPERATURE, 14.7, 107, Low
2024-01-24, CO2, 316.78, 107, Low
2024-01-08, TEMPERATURE, 14.98, 106, Low
2023-12-06, MOTION, 44.0, 108, High
2024-01-11, PRESSURE, 950.97, 103, Low
2023-10-02, VOC, 126.64, 102, Low
2023-09-26, CO2, 764.88, 108, High
2023-09-21, VOC, 133.68, 101, Low
2023-10-10, HUMIDITY, 34.66, 101, Low
2023-09-08, PRESSURE, 1044.4, 106, High
2024-01-28, LIGHT, 999.57, 108, High
2023-08-21, MOTION, 45.0, 102, High
2024-01-22, VOC, 134.17, 105, Low
2023-08-06, VOC, 464.92, 106, High
2023-12-28, SOUND, 20.45, 102, Low
2024-01-27, TEMPERATURE, 39.55, 109, High
2023-08-09, VOC, 107.7, 102, Low
2023-08-29, MOTION, 2.0, 105, Low
2023-09-26, TEMPERATURE, 35.38, 109, High
2023-10-08, MOTION, 44.0, 108, High
2023-09-23, VOC, 134.28, 102, Low
2023-08-24, VOC, 471.38, 105, High
2023-11-29, CO2, 349.55, 109, Low
2023-12-08, CO2, 719.67, 105, High
2023-10-16, MOTION, 48.0, 109, High
2023-10-22, MOTION, 3.0, 103, Low
2023-08-09, TEMPERATURE, 10.85, 103, Low
2023-08-31, PRESSURE, 1047.25, 110, High
2023-10-26, CO2, 778.18, 110, High
2024-01-17, PRESSURE, 955.62, 105, Low
2023-10-12, SOUND, 101.52, 101, High
2023-10-09, SOUND, 112.1, 106, High
2023-08-30, SOUND, 101.89, 110, High
2024-01-19, VOC, 463.21, 109, High
2023-12-23, MOTION, 34.0, 110, High
2023-10-20, TEMPERATURE, 36.16, 107, High
2023-11-29, CO2, 304.74, 108, Low
2023-12-27, VOC, 477.48, 109, High
2023-10-30, MOTION, 3.0, 109, Low
2023-09-14, MOTION, 2.0, 101, Low
2023-12-20, SOUND, 25.63, 108, Low
2024-02-01, CO2, 720.54, 101, High
2023-08-06, HUMIDITY, 86.83, 109, High
2023-12-19, HUMIDITY, 85.89, 108, High
2023-08-15, VOC, 104.56, 108, Low
2023-10-13, HUMIDITY, 39.27, 107, Low
2024-01-12, PRESSURE, 1045.63, 109, High
2023-09-07, PRESSURE, 958.93, 103, Low
2023-08-10, SOUND, 27.7, 103, Low
2023-09-30, LIGHT, 978.94, 106, High
2024-01-13, PRESSURE, 955.24, 109, Low
2024-01-20, SOUND, 29.12, 106, Low
2023-09-03, HUMIDITY, 32.38, 102, Low
2023-09-30, TEMPERATURE, 38.47, 107, High
2023-09-25, HUMIDITY, 87.91, 105, High
2023-09-01, MOTION, 35.0, 107, High
2024-01-09, MOTION, 35.0, 110, High
2023-10-10, VOC, 148.97, 103, Low
2023-12-14, HUMIDITY, 35.98, 104, Low
2023-11-26, CO2, 329.18, 105, Low
2024-01-22, VOC, 112.86, 110, Low
2023-09-23, SOUND, 26.95, 106, Low
2023-09-18, SOUND, 23.39, 107, Low
2023-10-01, HUMIDITY, 82.97, 109, High
2023-11-01, CO2, 343.07, 106, Low
2023-09-13, HUMIDITY, 31.79, 104, Low
2023-09-28, LIGHT, 91.1, 104, Low
2023-12-13, HUMIDITY, 38.38, 103, Low
2023-10-08, SOUND, 29.33, 101, Low
2023-12-17, CO2, 339.38, 110, Low
2023-10-22, SOUND, 25.36, 107, Low
2023-10-27, MOTION, 47.0, 102, High
2024-01-30, SOUND, 116.57, 106, High
2023-11-02, MOTION, 2.0, 101, Low
2024-01-05, SOUND, 108.04, 103, High
2023-11-14, LIGHT, 993.37, 101, High
2023-08-30, VOC, 487.22, 106, High
2023-10-12, MOTION, 3.0, 108, Low
2023-12-10, LIGHT, 60.57, 102, Low
2023-10-05, LIGHT, 949.85, 105, High
2024-02-01, CO2, 722.09, 108, High
2023-09-29, SOUND, 103.03, 109, High
2023-10-28, HUMIDITY, 35.1, 104, Low
2023-09-04, LIGHT, 955.12, 105, High
2023-10-15, VOC, 494.22, 102, High
2023-09-02, LIGHT, 56.22, 105, Low
2023-08-02, TEMPERATURE, 13.15, 107, Low
2024-01-06, HUMIDITY, 85.45, 101, High
2023-08-19, MOTION, 38.0, 106, High
2023-12-02, MOTION, 35.0, 110, High
2023-10-22, PRESSURE, 1040.77, 107, High
2023-12-05, SOUND, 101.14, 109, High
2023-08-11, HUMIDITY, 89.34, 102, High
2024-01-31, MOTION, 45.0, 105, High
2023-09-21, TEMPERATURE, 36.09, 105, High
2023-11-27, HUMIDITY, 39.67, 103, Low
2023-08-10, HUMIDITY, 39.14, 108, Low
2023-11-17, MOTION, 45.0, 101, High
2023-09-11, CO2, 303.45, 105, Low
2023-11-06, VOC, 456.09, 105, High
2024-01-22, CO2, 782.18, 110, High
2023-09-14, PRESSURE, 950.92, 103, Low
2023-09-26, LIGHT, 79.92, 110, Low
2023-12-05, SOUND, 106.94, 102, High
2023-10-30, MOTION, 40.0, 108, High
2023-09-06, MOTION, 45.0, 106, High
2024-01-24, TEMPERATURE, 11.46, 109, Low
2023-11-22, CO2, 700.42, 107, High
2024-01-01, CO2, 330.71, 109, Low
2023-08-30, LIGHT, 38.05, 106, Low
2023-10-13, TEMPERATURE, 38.9, 109, High
2023-11-30, TEMPERATURE, 11.84, 104, Low
2023-11-30, TEMPERATURE, 38.21, 104, High
2023-09-13, PRESSURE, 1044.71, 104, High
2024-01-06, LIGHT, 47.44, 104, Low
2024-01-02, MOTION, 0.0, 104, Low
2023-11-01, LIGHT, 74.69, 109, Low
2024-01-31, VOC, 462.61, 101, High
2023-10-02, MOTION, 36.0, 108, High
2023-08-16, SOUND, 25.85, 107, Low
2023-08-01, TEMPERATURE, 10.82, 110, Low
2023-08-23, SOUND, 110.78, 110, High
2023-10-04, CO2, 336.13, 105, Low
2023-12-17, CO2, 332.4, 106, Low
2023-08-26, PRESSURE, 1048.83, 110, High
2024-01-19, TEMPERATURE, 13.96, 102, Low
2023-11-21, LIGHT, 933.51, 103, High
2023-09-29, SOUND, 101.27, 109, High
2024-01-25, HUMIDITY, 32.24, 102, Low
2024-01-20, MOTION, 40.0, 104, High
2023-08-01, HUMIDITY, 36.19, 103, Low
2023-09-02, PRESSURE, 954.4, 108, Low
2023-08-26, SOUND, 28.85, 107, Low
2023-08-23, MOTION, 44.0, 106, High
2023-08-25, CO2, 315.13, 110, Low
2023-11-18, MOTION, 45.0, 110, High
2023-12-10, HUMIDITY, 82.04, 101, High
2023-10-21, SOUND, 23.31, 103, Low
2023-10-27, CO2, 301.49, 107, Low
2023-10-15, HUMIDITY, 82.73, 110, High
2023-11-06, LIGHT, 919.84, 104, High
2023-10-16, HUMIDITY, 32.65, 103, Low
2024-01-10, PRESSURE, 954.22, 105, Low
2023-08-07, MOTION, 4.0, 102, Low
2023-12-27, MOTION, 44.0, 109, High
2023-08-22, MOTION, 32.0, 108, High
2023-09-13, TEMPERATURE, 38.54, 108, High
2023-11-04, MOTION, 33.0, 106, High
2023-10-01, SOUND, 108.84, 105, High
2023-10-06, TEMPERATURE, 13.18, 101, Low
2023-11-19, HUMIDITY, 85.05, 108, High
2023-08-11, SOUND, 114.21, 102, High
2023-08-03, LIGHT, 23.39, 104, Low
2023-11-17, TEMPERATURE, 11.12, 108, Low
2023-12-31, TEMPERATURE, 39.5, 106, High
2023-09-23, MOTION, 31.0, 104, High
2023-12-17, SOUND, 109.79, 110, High
2023-10-24, CO2, 724.17, 101, High
2024-02-01, CO2, 781.83, 103, High
2023-11-10, TEMPERATURE, 39.25, 108, High
2023-10-24, MOTION, 47.0, 109, High
2023-09-10, HUMIDITY, 34.86, 109, Low
2024-01-04, SOUND, 110.89, 105, High
2023-12-09, PRESSURE, 1042.39, 106, High
2024-01-21, HUMIDITY, 35.68, 110, Low
2023-08-01, CO2, 758.62, 110, High
2024-01-08, CO2, 345.98, 106, Low
2023-12-12, SOUND, 114.72, 110, High
2023-10-25, MOTION, 2.0, 102, Low
2023-12-13, LIGHT, 54.47, 103, Low
2023-09-18, LIGHT, 36.37, 108, Low
2023-08-20, LIGHT, 916.04, 108, High
2024-01-08, VOC, 123.86, 107, Low
2023-08-07, LIGHT, 917.24, 103, High
2023-12-24, VOC, 452.57, 109, High
2023-11-23, VOC, 128.8, 107, Low
2023-10-09, PRESSURE, 1043.19, 104, High
2024-01-01, MOTION, 41.0, 104, High
2024-01-31, MOTION, 42.0, 104, High
2023-10-09, LIGHT, 964.85, 110, High
2023-11-07, TEMPERATURE, 37.03, 103, High
2023-08-06, MOTION, 43.0, 103, High
2023-08-28, CO2, 349.11, 106, Low
2023-10-17, PRESSURE, 957.37, 109, Low
2023-08-13, MOTION, 39.0, 104, High
2023-12-24, LIGHT, 8.64, 107, Low
2023-11-11, HUMIDITY, 83.52, 102, High
2023-09-07, HUMIDITY, 34.25, 107, Low
2023-08-20, HUMIDITY, 83.07, 110, High
2024-01-30, CO2, 334.57, 105, Low
2023-09-24, PRESSURE, 955.94, 105, Low
2023-08-09, VOC, 124.35, 104, Low
2023-10-14, CO2, 735.15, 103, High
2023-09-20, HUMIDITY, 30.68, 101, Low
2023-08-25, MOTION, 47.0, 103, High
2024-01-11, LIGHT, 95.22, 108, Low
2023-08-18, HUMIDITY, 32.91, 110, Low
2023-08-23, LIGHT, 949.85, 109, High
2024-01-10, PRESSURE, 1047.3, 101, High
2023-11-16, MOTION, 47.0, 103, High
2023-10-23, MOTION, 40.0, 104, High
2023-08-18, SOUND, 107.72, 104, High
2023-12-12, SOUND, 100.79, 102, High
2023-09-27, VOC, 459.25, 109, High
2023-08-26, LIGHT, 994.05, 106, High
2023-10-03, MOTION, 33.0, 104, High
2023-11-08, MOTION, 47.0, 104, High
2023-09-18, PRESSURE, 1045.07, 101, High
2023-11-14, SOUND, 24.05, 107, Low
2023-11-02, HUMIDITY, 33.82, 105, Low
2023-10-14, CO2, 741.79, 110, High
2023-11-07, CO2, 303.91, 110, Low
2024-01-04, TEMPERATURE, 12.1, 103, Low
2023-10-07, PRESSURE, 956.53, 104, Low
2023-09-26, SOUND, 28.99, 101, Low
2023-12-18, CO2, 326.32, 106, Low
2024-01-02, SOUND, 21.82, 101, Low
2024-01-05, PRESSURE, 950.84, 104, Low
2023-09-03, SOUND, 116.78, 105, High
2023-09-24, VOC, 469.64, 108, High
2023-11-10, PRESSURE, 957.11, 102, Low
2023-08-31, TEMPERATURE, 37.52, 105, High
2023-08-05, LIGHT, 75.14, 109, Low
2023-11-18, LIGHT, 961.92, 106, High
2024-01-30, VOC, 469.65, 102, High
2023-08-02, SOUND, 28.32, 102, Low
2023-08-06, HUMIDITY, 39.66, 103, Low
2023-10-27, CO2, 728.11, 108, High
2023-10-19, LIGHT, 38.01, 108, Low
2024-01-19, TEMPERATURE, 35.1, 104, High
2023-08-01, TEMPERATURE, 39.52, 101, High
2023-09-04, SOUND, 107.74, 102, High
2023-08-10, TEMPERATURE, 12.47, 101, Low
2024-01-19, HUMIDITY, 83.55, 104, High
2024-01-06, TEMPERATURE, 10.53, 106, Low
2023-09-12, SOUND, 105.54, 107, High
2023-09-27, SOUND, 119.11, 102, High
2023-09-23, HUMIDITY, 80.27, 107, High
2023-09-02, SOUND, 113.95, 107, High
2023-12-11, SOUND, 109.66, 103, High
2023-08-18, SOUND, 106.3, 104, High
2024-02-01, VOC, 124.18, 106, Low
2023-09-01, SOUND, 103.67, 103, High
2023-11-10, PRESSURE, 954.08, 104, Low
2023-09-23, LIGHT, 46.13, 102, Low
2023-08-27, CO2, 766.23, 107, High
2023-08-11, TEMPERATURE, 10.82, 103, Low
2023-11-30, CO2, 343.88, 101, Low
2023-11-25, HUMIDITY, 81.72, 108, High
2023-10-06, PRESSURE, 1046.1, 101, High
2024-01-28, SOUND, 29.99, 101, Low
2023-08-15, MOTION, 48.0, 104, High
2023-10-11, MOTION, 43.0, 109, High
2023-09-06, LIGHT, 57.24, 103, Low
2023-11-05, VOC, 467.17, 105, High
2024-01-11, HUMIDITY, 35.03, 106, Low
2023-12-30, LIGHT, 907.35, 104, High
2024-01-30, HUMIDITY, 86.5, 106, High
2023-08-25, TEMPERATURE, 11.75, 102, Low
2024-01-11, TEMPERATURE, 35.33, 105, High
2023-10-16, MOTION, 33.0, 106, High
2024-01-21, VOC, 486.0, 107, High
2024-01-10, MOTION, 38.0, 108, High
2023-12-11, MOTION, 41.0, 102, High
2023-12-11, HUMIDITY, 85.82, 102, High
2023-09-30, SOUND, 20.11, 110, Low
2023-12-05, HUMIDITY, 82.45, 110, High
2024-01-07, SOUND, 101.54, 109, High
2024-01-13, SOUND, 107.83, 103, High
2023-11-19, SOUND, 27.87, 103, Low
2023-11-29, HUMIDITY, 82.87, 103, High
2023-10-07, PRESSURE, 1046.0, 109, High
2024-01-13, SOUND, 20.39, 109, Low
2024-01-23, MOTION, 3.0, 109, Low
2023-08-20, HUMIDITY, 38.7, 104, Low
2024-01-01, VOC, 453.42, 107, High
2023-08-03, CO2, 712.16, 107, High
2023-12-05, LIGHT, 99.22, 109, Low
2023-11-13, SOUND, 111.53, 103, High
2023-10-23, VOC, 129.18, 106, Low
2023-12-01, LIGHT, 39.1, 103, Low
2023-12-29, HUMIDITY, 30.65, 108, Low
2023-10-21, TEMPERATURE, 35.72, 103, High
2023-08-12, MOTION, 49.0, 102, High
2023-10-30, HUMIDITY, 80.71, 101, High
2023-12-21, SOUND, 110.58, 109, High
2023-09-07, VOC, 452.47, 107, High
2023-11-27, TEMPERATURE, 10.02, 110, Low
2023-08-16, VOC, 128.72, 107, Low
2023-11-05, SOUND, 110.96, 110, High
2024-01-21, SOUND, 28.67, 102, Low
2023-09-09, VOC, 459.2, 107, High
2023-08-22, PRESSURE, 957.08, 105, Low
2023-10-26, HUMIDITY, 83.69, 101, High
2024-01-24, HUMIDITY, 88.83, 104, High
2023-11-29, MOTION, 48.0, 101, High
2023-11-02, TEMPERATURE, 35.65, 105, High
2023-09-07, MOTION, 3.0, 106, Low
2023-10-20, LIGHT, 930.68, 108, High
2023-12-06, MOTION, 35.0, 110, High
2023-08-16, MOTION, 3.0, 107, Low
2023-12-06, HUMIDITY, 33.91, 109, Low
2023-12-02, PRESSURE, 959.9, 104, Low
2023-12-16, TEMPERATURE, 14.72, 104, Low
2023-08-01, MOTION, 47.0, 105, High
2023-10-19, TEMPERATURE, 35.93, 110, High
2023-10-25, MOTION, 3.0, 109, Low
2023-09-28, SOUND, 115.72, 105, High
2023-09-25, HUMIDITY, 81.45, 103, High
2023-08-31, MOTION, 49.0, 107, High
2024-01-03, CO2, 335.64, 101, Low
2023-12-30, SOUND, 110.55, 103, High
2023-08-06, HUMIDITY, 88.03, 103, High
2023-08-10, SOUND, 115.86, 109, High
2024-01-22, MOTION, 1.0, 109, Low
2023-08-21, PRESSURE, 1047.12, 106, High
2023-11-03, VOC, 142.2, 105, Low
2023-12-24, LIGHT, 962.24, 104, High
2023-12-10, VOC, 116.89, 110, Low
2023-09-03, MOTION, 48.0, 109, High
2023-08-14, MOTION, 33.0, 101, High
2024-01-23, CO2, 337.81, 104, Low
2023-12-27, TEMPERATURE, 35.41, 104, High
2023-12-25, TEMPERATURE, 38.98, 110, High
2024-01-15, CO2, 702.14, 109, High
2023-10-16, LIGHT, 960.09, 103, High
2023-10-28, PRESSURE, 955.01, 107, Low
2023-12-30, CO2, 730.8, 102, High
2023-09-24, TEMPERATURE, 12.53, 108, Low
2023-08-01, LIGHT, 52.03, 109, Low
2023-11-15, SOUND, 108.34, 106, High
2023-08-15, HUMIDITY, 87.95, 107, High
2024-01-16, TEMPERATURE, 37.12, 108, High
2023-08-28, VOC, 145.64, 110, Low
2023-12-12, CO2, 768.88, 106, High
2023-10-30, TEMPERATURE, 11.05, 103, Low
2023-09-21, PRESSURE, 950.86, 102, Low
2023-11-27, CO2, 759.09, 110, High
2023-11-15, CO2, 765.37, 102, High
2023-09-17, TEMPERATURE, 13.76, 109, Low
2023-09-10, HUMIDITY, 89.64, 104, High
2023-11-25, MOTION, 31.0, 103, High
2023-09-12, SOUND, 23.87, 102, Low
2024-01-14, HUMIDITY, 32.75, 101, Low
2024-01-22, MOTION, 39.0, 102, High
2023-11-28, MOTION, 50.0, 109, High
2023-09-28, LIGHT, 968.84, 101, High
2023-10-02, CO2, 729.76, 110, High
2023-08-31, SOUND, 29.13, 103, Low
2023-09-23, TEMPERATURE, 12.38, 101, Low
2023-09-20, SOUND, 109.66, 105, High
2023-09-24, MOTION, 1.0, 104, Low
2024-01-05, MOTION, 40.0, 103, High
2023-09-19, MOTION, 44.0, 107, High
2023-10-30, TEMPERATURE, 14.06, 104, Low
2024-01-24, SOUND, 108.16, 109, High
2023-09-21, VOC, 108.18, 102, Low
2023-08-27, LIGHT, 905.59, 106, High
2023-09-09, MOTION, 46.0, 105, High
2023-09-26, SOUND, 115.83, 104, High
2023-09-14, MOTION, 1.0, 104, Low
2023-10-27, PRESSURE, 1047.76, 104, High
2023-11-28, VOC, 464.96, 105, High
2024-01-12, TEMPERATURE, 12.02, 104, Low
2023-11-15, TEMPERATURE, 35.33, 106, High
2023-12-22, HUMIDITY, 36.03, 103, Low
2023-10-20, HUMIDITY, 86.79, 106, High
2023-09-10, HUMIDITY, 86.29, 104, High
2024-01-09, TEMPERATURE, 36.22, 108, High
2023-09-12, SOUND, 108.56, 105, High
2023-08-24, MOTION, 42.0, 102, High
2023-09-28, HUMIDITY, 37.41, 103, Low
2024-01-23, CO2, 749.85, 109, High
2023-11-13, HUMIDITY, 39.03, 104, Low
2023-08-31, CO2, 319.74, 102, Low
2023-12-22, PRESSURE, 1047.29, 102, High
2023-12-09, SOUND, 103.4, 103, High
2024-01-13, MOTION, 43.0, 106, High
2023-12-19, TEMPERATURE, 11.03, 107, Low
2023-09-04, PRESSURE, 1045.15, 107, High
2023-09-30, SOUND, 103.54, 107, High
2024-01-01, PRESSURE, 950.59, 110, Low
2023-11-06, TEMPERATURE, 11.64, 103, Low
2023-10-08, CO2, 301.3, 102, Low
2023-09-26, MOTION, 43.0, 106, High
2024-01-06, MOTION, 33.0, 102, High
2023-11-10, SOUND, 26.53, 109, Low
2023-08-25, SOUND, 115.27, 102, High
2023-11-25, MOTION, 50.0, 102, High
2023-12-27, PRESSURE, 1048.33, 104, High
2023-10-27, HUMIDITY, 34.29, 103, Low
2023-12-16, MOTION, 31.0, 105, High
2023-08-09, VOC, 115.95, 107, Low
2024-01-19, CO2, 789.63, 104, High
2023-08-11, HUMIDITY, 80.61, 108, High
2023-12-26, PRESSURE, 1048.31, 106, High
2023-10-09, MOTION, 3.0, 109, Low
2023-10-19, SOUND, 100.24, 107, High
2023-08-14, LIGHT, 926.81, 102, High
2023-10-26, PRESSURE, 1043.92, 104, High
2023-11-20, LIGHT, 34.96, 105, Low
2023-12-04, PRESSURE, 952.95, 102, Low
2023-09-22, CO2, 752.72, 110, High
2024-01-06, PRESSURE, 1045.94, 104, High
2023-08-26, VOC, 484.79, 104, High
2023-09-16, MOTION, 2.0, 103, Low
2023-08-22, HUMIDITY, 31.68, 106, Low
2023-08-08, TEMPERATURE, 36.45, 110, High
2023-10-06, TEMPERATURE, 35.57, 103, High
2023-09-22, TEMPERATURE, 39.76, 109, High
2023-08-11, MOTION, 48.0, 102, High
2023-09-24, VOC, 143.3, 105, Low
2023-09-02, TEMPERATURE, 37.07, 109, High
2023-12-01, SOUND, 119.24, 102, High
2023-09-01, SOUND, 102.53, 101, High
2023-12-08, VOC, 140.52, 102, Low
2023-10-07, VOC, 125.14, 104, Low
2023-12-08, HUMIDITY, 80.88, 104, High
2024-01-22, LIGHT, 40.35, 107, Low
2023-09-13, MOTION, 38.0, 109, High
2024-01-21, CO2, 775.81, 106, High
2024-01-15, TEMPERATURE, 37.72, 102, High
2023-11-14, TEMPERATURE, 36.21, 102, High
2023-12-26, MOTION, 38.0, 110, High
2023-12-14, VOC, 107.9, 105, Low
2023-09-24, LIGHT, 96.14, 101, Low
2023-10-25, MOTION, 45.0, 105, High
2023-09-11, SOUND, 29.56, 107, Low
2023-08-27, LIGHT, 932.3, 108, High
2024-01-19, VOC, 137.43, 103, Low
2023-11-01, LIGHT, 907.85, 102, High
2023-12-12, TEMPERATURE, 35.01, 105, High
2023-11-25, VOC, 105.73, 107, Low
2024-01-02, MOTION, 38.0, 105, High
2023-09-28, CO2, 349.2, 105, Low
2023-12-22, LIGHT, 8.38, 102, Low
2023-11-23, PRESSURE, 954.24, 103, Low
2023-09-13, MOTION, 44.0, 103, High
2023-11-14, MOTION, 37.0, 102, High
2023-09-11, MOTION, 43.0, 108, High
2024-01-16, SOUND, 118.39, 101, High
2023-12-08, MOTION, 41.0, 109, High
2023-10-12, HUMIDITY, 37.39, 108, Low
2023-08-27, TEMPERATURE, 11.96, 105, Low
2023-10-09, VOC, 116.47, 105, Low
2023-12-19, LIGHT, 991.17, 108, High
2023-10-07, HUMIDITY, 87.78, 102, High
2023-09-16, TEMPERATURE, 35.34, 101, High
